TIPO CONTRIBUYENTE;DOCUMENTO;RIM;CONTRIBUYENTE;TELEFONO;RESULTADO;OBSERVACIONES;PREGUNTA_1;PREGUNTA_2;PREGUNTA_3;PREGUNTA_4;PREGUNTA_5;PREGUNTA_6;PARROQUIA
JURIDICO;75121821;2000052345;PLANTA PROCES.DE SEMILLAS VZLA C.A.;4146066848;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;410033223;7000000933;PLASTIC NORTE EXPRESS, CA;2617154963;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;293693284;2900014230;PLASTICOS DE OCCIDENTE, C.A.;7541355;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;305911436;2000053648;PLASTICOS LA ORQUIDEA CA;7361586;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;406461989;7000000603;PLASTICOS MORALES, C.A.;4246851802;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;295463197;2900020710;PLASTICOS REYMER, C.A.;2617183776;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;308781320;203R002577;PLATINUM BODY SPA Y GYM CA;7180565;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;295365411;2900025803;PLD INVERSIONES C.A;7983222;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;299846694;2900031464;PLENITUD JOYAS, CA;2614175086;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;70253240;2000081122;POLICLINICA AMADO C.A.;1040261;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70015349;2000021075;POLICLINICA DR. ADOLFO D EMPAIRE, C.A.;7977011;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;70383224;2000043806;POLY EXPORT SA;4146418281;EXITOSA;NO ESTA AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;405078685;2900047031;POMODORO PIZZAS, C.A;2617936543;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;299596078;2900030720;POSADA TURISTICA ULA ULA C.A;2617785122;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;304618590;200814196;POSEIDON SERVICES S.A.;7970202;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;403991359;2900044450;POSMARKET, C.A.;2614148129;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;85059148;2000042406;PRECA, S.A., SUCURSAL MARACAIBO;2617346780;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;305747318;2000037283;PREMIER MOTORS, C.A.;7233607;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;308047686;2900049221;PREMIUN SOFT INTERNATIONAL, C.A;2617921074;EXITOSA;SIN NOVEDAD;SI;NO SABE;;;;;SANTA LUCIA
JURIDICO;2197528;2000813010;PREPARADOS ALIMENTICIOS INTERNACIONALES C.A. PAICA;7437098;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;2197528;2000814614;PREPARADOS ALIMENTICIOS INTERNACIONALES, C.A. PAICA;2617989858;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;297256229;2900026586;PRESENTTI CA;7977955;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;412350366;7000001533;PRICE SMART;4146056144;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;304927614;205P000002;PROCAD C.A.;4126526218;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;402585640;2900051782;PROCESADORA DE ALIMENTOS JJ FARIA, C.A;4146320366;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;404170650;2900044671;PROCESADORA DE ALIMENTOS MASSA OCCIDENTE, C.A.;2616158685;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;309529595;216R000346;PROCESADORA DE CARTONES Y PAPELES;2617423479;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;301395921;2900000674;PROCESADORA MARSOCA, C.A;2617363232;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;317133420;2900014275;PROCESADORA POLLOS GANGA, C.A;7554907;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;316596486;2900012200;PROCESADORA Y DISTRIBUIDORA DE ALIMENTOS, C.A;7860906;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;313824461;2900034937;PROCESADORA Y DISTRIBUIDORA DE CARNES Y ALIMENTOS 1 C.A;7698741;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;404590722;2900051360;PROCURA INVERSIONES C.A;2614182568;NO EXISTOSA;TLF NO VALIDO;;;;;;;COQUIVACOA
JURIDICO;70423064;2000043249;PRODUC/ AUTOMAT/ NACIONAL LIDO CA;7916004;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;297892824;2900030278;PRODUCCIONES R y F C,.A;4146476294;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;401761917;2900039331;PRODUCCIONES SUNOTICIERO C.A.;4267691135;NO EXISTOSA;USUARIO ERRADO;;;;;;;CHIQUINQUIRA
JURIDICO;410247509;2900052670;PRODUCTO HOGAR,C.A;4146561943;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;409661776;7000000404;PRODUCTORA,DISTRIBUIDORA Y COMERCIALIZADORA DON JOSE 2017, C.A.;4146863517;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;70306840;2000074531;PRODUCTORA LOS MEDANOS C.A;2617591915;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;312488255;2900007513;PRODUCTORA QUIMICA DE OCCIDENTE C.A;8151921;NO EXISTOSA;TLF NO VALIDO;;;;;;;CECILIO ACOSTA
JURIDICO;410346485;7000000042;PRODUCTORA VILLA CARNES, C.A.;4143608424;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;306129618;2000814453;PRODUCTOS DELTRIGO C.A.;267976506;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;406335240;2900051158;PRODUCTOS DE OCCIDENTE C.A;4149664896;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;301255;2000060259;PRODUCTOS EFE, SA;2348519;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;308713511;202R000509;PRODUCTOS IMPORTADOS Y NACIONALES, C.A.;7172789;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;70454210;2000022203;PRODUCTOS INDUSTRIALES QUIMICOS C.A.;2617981250;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;297933530;2900027310;PRODUCTOS MEDICOS DEL ZULIA C.A;7152079;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;298889616;2900043520;PROFESIONALES PLASTICOS,C.A;2613233971;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;298767260;2900031808;PROMEQUIP C.A;7629513;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;312322101;2900044850;PROMOCIONES DEL NORTE C.A.;2617982610;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;304917384;2900016928;PROMOCIONES TURISTICAS C.A.;4127903390;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;309600524;2900051601;PROMOCIONES Y VENTAS VETERINARIAS, C.A.;4166619786;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;406031283;2900051442;PROMOTORA N.L, C.A.;2617988508;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;412370316;7000001980;PROMOTORAS DE NEGOCIOS C.A;4246521469;EXITOSA;INTERESADO;NO;;SI;ALTA;;;JUANA DE AVILA
JURIDICO;300930653;2000043672;PROTEBECA,C.A.;2617977619;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70097159;2000043446;PROTECCION, C.A. SUCURSAL;7592982;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;311899820;2900000790;PROTECCION TECNOLOGIA INGENIERIA, C.A;2167832686;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;401912222;2900042081;PROTECCION Y SEGURIDAD 2013, C.A.;2617192761;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;310118841;7000000023;PROTECCION Y VIGILANCIA INTEGRAL C.A.;2617867358;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;70521074;2000022282;PROTEC. ESPECIALIZADA DEL ZULIA;4247296772;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70045450;2000050067;PROTINAL DEL ZULIA CA;2617002281;EXITOSA;NO ESTA INTERESADO;NO;;;;;;CRISTO DE ARANZA
JURIDICO;316865410;2900013058;PROVEEDURIA DE LA CERAMICA, C.A.;4146194113;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;308381764;2900013670;PROVEEDURIA DE LICORES Y FESTEJOS LA PARAGUITA, SRL;2617438055;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;303462359;2000043945;PROVEEDURIA LATINA C.A.;7974137;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;297454241;2900028996;PROVEEDURIA MORALES ROMERO, C.A.;4160634492;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;295665849;2900022780;PROVEEDURIA PANACOPIAS C.A;2617593059;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;401375790;2900041931;PROYECCIONES ZULIA, C.A;2616354598;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;70343869;2000087822;PROYECT.INSPEC.CONSUL.Y CONST.LYNCH,S.R.L.(PROINC);4146046780;EXITOSA;INTERESADO;NO;;SI;;;;OLEGARIO VILLALOBOS
JURIDICO;316385426;2900014147;PROYECTOS E IMAGEN CORPORATIVA C.A;7190316;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;70209372;2000087869;PROYECTOS INSPEC.Y CONSULTAS DE INGENIERIA C.A.;7414089;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;312022302;2900003616;PROYECTOS Y GESTION EN SALUD C.A;7869292;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;407903640;2900049054;PUBLICIDAD Y TECNOLOGIA COLIBRI, C.A.;4127894055;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;306130373;207R002382;PUBLICITY CENTER COMPAÑIA ANONIMA;7591414;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;312248505;2900004356;PUERTO BIKINI, C.A.;7426489;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;311714448;207P000480;PUERTO LINDO, C.A.;4165250213;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;401531180;2900039374;PUMA LICOR, C.A;4246553549;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;303797300;207R001300;PUNTO COSMETICOS, C.A.;7595129;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;303797300;2900004343;PUNTO COSMETICOS, C.A.;7988116;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;408825015;2900052120;PUNTO COSMETICS, C.A;2617238732;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;307225203;2900033547;PUNTO MODA C.A;7298817;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;410885726;2900052667;PUNTO VISTO,C.A;2617640791;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;302468310;2000033978;PUNTO Y COMA UNICENTRO, C.A.;7595583;EXITOSA;SIN NOVEDAD;SI;;;;;;BOLIVAR
JURIDICO;298399589;2900028535;PURPURA IN C.A;4146275552;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;403438382;2900043261;PYA INVERSIONES LOS ESTANQUES, C.A (VENTA DE VIVERES);4265628697;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;403438412;2900043260;PYA INVERSIONES LOS PLATANEROS C.A (VENTA DE VIVERES);4166611503;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;403438455;2900043262;PYA INVERSIONES SAN JACINTO C.A.;2617571231;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;401771009;2900040515;PYM DISTRIBUCIONES, C.A.;2616177499;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;407340379;2900048305;Q MOLLEJA DE ACCESORIOS, C.A.;2617238082;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;298264900;2900027934;QUALITY WATER, S.A;7832024;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;403154821;2900043480;QUE CALZADO C.A.;2617548514;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;402766157;2900042013;QUIAROS, C.A.;2617560400;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;401149278;2900041177;QUIBOR PLUS I, C.A;2614003264;EXITOSA;NO ESTA INTERESADO;;;;;;;CHIQUINQUIRA
JURIDICO;404965670;2900045937;QUIMICA SULBARAN. C..A;2617628049;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;313518085;2900005491;QUINY EXPRESS, S.A.;4143604404;EXITOSA;SIN NOVEDAD;SI;;;;;;OLEGARIO VILLALOBOS
JURIDICO;598800;200C000057;QUO VADIS C.A SUCURSAL;7972624;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;317270282;2900033168;RA 12,C.A;4246947231;EXITOSA;SIN NOVEDAD;SI;;;;;;CHIQUINQUIRA
JURIDICO;309578987;200P000063;RACING TIRE COMPAñIA ANONIMA;7979856;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70097809;1900041102;RADA C A;4146167013;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;311665676;2900032253;RADIADORES LA LIMPIA,C.A;4146140138;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;298747153;2900029262;RADIADORES MARACAIBO DE OCCDIDENTE, C.A.;4246133753;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;410346515;7000001006;RADIADORES RUBEN, CA;4263221437;NO EXISTOSA;TLF NO VALIDO;;;;;;;CECILIO ACOSTA
JURIDICO;299920282;2900031185;RADIADORES Y FABRICACIONES EL ARTE, C.A.;7863210;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;70122722;2000083921;RADIO MARINA DE VENEZUELA S.A;4146168161;EXITOSA;NO ESTA AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;401704611;2900039744;RAFDAM MASCOTAS, C.A.;4140643378;EXITOSA;SIN NOVEDAD;SI;;;;;;CECILIO ACOSTA
JURIDICO;293690498;2900014463;RAMY SERVICE, C.A;7985197;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;308025143;203R001859;RANGER DEL ZULIA C.A.;4143109210;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;306791019;219R000908;RATTAN ZULIA C.A.;4168605231;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;402748248;2900042003;RBK MARACAIBO, C.A.;2617400029;NO EXISTOSA;NO CONTESTA;;;;;;;IDELFONSO VASQUEZ
JURIDICO;405995920;2900051109;RC. REPUESTOS Y SERVICIOS, C.A;2617547345;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;295233493;2900018853;RECARGALO AQUI INVERSIONES G Y S C.A;4146497147;EXITOSA;NO ESTA INTERESADO;NO;;NO;;;;JUANA DE AVILA
JURIDICO;297879650;2900026969;RECOLECTORA DE BASURA C.A;8144737;NO EXISTOSA;TLF NO VALIDO;;;;;;;ANTONIO BORJAS ROMERO
JURIDICO;412778919;7000001924;RECTIFICADORA PANAMERICANO, C.A;4246778395;EXITOSA;NO ESTA INTERESADO;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;70055464;2000071198;RECTI MORECA CA;2617237876;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;401312926;2900041164;RECTISOLUCIONES, C.A.;2614175894;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;298237953;2900027591;RECUERDOS Y VARIEDADES MARIANGEL, C.A.;4246531029;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;310612978;215C000217;REDAN, C.A.;7782578;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;301146816;2000053402;REDOVER C.A;4146818186;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;298802600;2900029785;REFRESQUERIA LOS MOROCHOS DE CIUDAD CHINITA C.A;7230507;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;404861521;2900048916;REFRIDUSTRIAS C.A.;4146375128;EXITOSA;SIN NOVEDAD;SI;;;;;;OLEGARIO VILLALOBOS
JURIDICO;303212425;2000022134;REFRIGERACION CORDILLERA CA;7975010;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;317296621;2900034105;REFRIGERACION,ELECTRICIDAD, INDUSTRIAL C.A;7291358;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;70313960;2000034473;REFRIGERACION EL PINGUINO S.A.;7237582;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;70171472;2000085435;REFRIGERACION Y CAFETERAS, C.A;7979989;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;314318616;2900007021;REFRI-REPUESTOS EL PINGUINO S.A.;4246607208;EXITOSA;NO ESTA AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;304255110;2000053375;REFRI-REPUESTOS NINO C.A.;2617237901;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;313846970;202P000140;REFRI-REPUESTOS TINEO, C.A.;7213208;EXITOSA;NO ESTA AUTORIZADO;SI;;;;;;SANTA LUCIA
JURIDICO;300881270;2000812322;REGINE S BOUTIQUE CA;4246433752;EXITOSA;NO ESTA AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;401937292;2900040969;REHABILITACION Y SALUD BUCAL GROUP,C.A.;2617934357;EXITOSA;NO ESTA AUTORIZADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;295617496;2900024797;REHABILITA S.A;7524860;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;412344706;7000002289;REINO ANIMAL PET SHOP C.A;4146286666;EXITOSA;NO ESTA INTERESADO;NO;;;;;;OLEGARIO VILLALOBOS
JURIDICO;309834975;200P000320;RELIABILITY AND RISK MANAGEMENT,S.A.;2617986204;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;309654020;2900000888;REMATES EL PIOLIN, C.A. (SUCURSAL);4126628515;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;309654020;207R002323;REMATES EL PIOLIN, C.A. (SUCURSAL);7212249;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;309654020;2900017014;REMATES EL PIOLIN, C.A. (SUCURSAL);4126628515;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;309443267;200P000297;REMATES SAN JORGE, C.A.;4146182232;EXITOSA;SIN NOVEDAD;SI;;;;;;CHIQUINQUIRA
JURIDICO;70228075;2000033796;REMEZUCA;7591674;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;315747960;2900017374;REMITE C.A;7424274;EXITOSA;NO ESTA INTERESADO;SI;MICROS;NO;ALTA;EXCELENTE;ES ESTABLE, NO SE CUELGA;JUANA DE AVILA
JURIDICO;306068848;2000037314;RENTA MEDICA PC, C.A.;7830778;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;70177748;2000071837;REPABE C.A.;7566366;NO EXISTOSA;NO CONTESTA;;;;;;;ANTONIO BORJAS ROMERO
JURIDICO;313268321;2900020709;REPARACION COMPRA VENTA SERVICIO A DOMICILIO, C.A.;4146799188;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;70188103;2000062061;REPARTIDORA NACIONAL DE GAS, C.A.;7362280;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;299034100;2900029730;REP. MELENDEZ, C.A.;4166662222;NO EXISTOSA;NO CONTESTA;;;;;;;MANUEL DAGNINO
JURIDICO;294176046;2900016364;REPOSTERIA EL AMAR C.A.;4125471315;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;405196165;2900045910;REPRESENTACIONES 11-7, C.A;4146323394;NO EXISTOSA;USUARIO ERRADO;;;;;;;CECILIO ACOSTA
JURIDICO;306827889;2000814658;REPRESENTACIONES CONTINENTAL INTERNACIONAL, C.A.;2617932897;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;303186157;2000053575;REPRESENTACIONES DE PRODUCTOS MEDICOS Y MISCELANIAS, C.A;2617363778;NO EXISTOSA;NO CONTESTA;;;;;;;IDELFONSO VASQUEZ
JURIDICO;404127623;2900043772;REPRESENTACIONES E INVERSIONES VILLASMIL, C.A;4262685748;NO EXISTOSA;NO CONTESTA;;;;;;;ANTONIO BORJAS ROMERO
JURIDICO;410530103;7000001555;REPRESENTACIONES EL TORBES, C.A;4246498548;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;296849234;2900024219;REPRESENTACIONES FERGUSAN SA;4140675396;EXITOSA;NO ESTA INTERESADO;SI;;;;;;RAUL LEONI
JURIDICO;298225688;2900029090;REPRESENTACIONES G y R,C.A;4246947231;EXITOSA;NO ESTA INTERESADO;NO;;;;;;VENANCIO PULGAR
JURIDICO;305581436;2900014530;REPRESENTACIONES MAFER SUC.1;7929701;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;302334039;2000022382;REPRESENTACIONES MARITIMAS AEREAS Y TERRESTRES C.A;6079719;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;306581375;201R000785;REPRESENTACIONES SEGOVIA C.A.;7184448;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;296121974;2900022235;REPRESENTACIONES VICTORIA C.A;4143604158;EXITOSA;SIN NOVEDAD;SI;a2;;;;;OLEGARIO VILLALOBOS
JURIDICO;408461170;2900051361;REPRESENTACIONES YANA, C.A;2617400598;NO EXISTOSA;NO CONTESTA;;;;;;;IDELFONSO VASQUEZ
JURIDICO;303785611;2000043931;REPRESENTACIONES Y CONSIGNACIONES AGELVIS C.A;7230465;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;303677568;216R000207;REPRESENTACIONES Y DISTRIBUCIONES SAN ONOFRE, C.A.;7361828;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;404004599;2900046032;REPRESENTACIÓN Y DISTRIBUCIÓN DE SOLUCIONES TECNOLÓGICAS, C.A;2616177750;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;309375032;2900011161;REPRESENTACION Y DISTRIBUICION C,A;4161281536;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;297865608;2900049078;REPRESET.LATINO AMERICANA DE GRANITOS MARMOLES LGM.;4242546694;EXITOSA;NO ESTA AUTORIZADO;SI;Profit Plus 2KDoce;;;;ES SENCILLO DE MANEJAR;JUANA DE AVILA
JURIDICO;303561861;211R000156;REPUBUS MARACAIBO C.A.;4146186044;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;296258198;2900025463;REPUESTOS, ACCESORIOS, SERVICIOS Y MANTENIMIENTO RAFAEL CACERES, C.A.;4146243648;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;402987617;2900044949;REPUESTOS ALTUVE, C.A.;2617920121;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;308030473;216R000338;REPUESTOS AUTOMOTRIZ EL FUTURO, C.A.;7341842;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;306299092;2000091023;REPUESTOS AUTO PARTS H M, C.A;7563745;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;312060042;2900005308;REPUESTOS BUENA VISTA, C.A.;7647776;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;309873792;201R002242;REPUESTOS EL CARMEN MARACAIBO C.A;7989945;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;402282079;2900050988;REPUESTOS EL KARDAN C.A;2617490520;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;307062851;207P000466;REPUESTOS H.R., C.A.;4246914449;EXITOSA;EMPRESA PEQUEÑA;SI;Saint;NO;BAJA;SATISFACTORIA;ES SENCILLO DE MANEJAR;CHIQUINQUIRA
JURIDICO;294743773;2900018391;REPUESTOS KABEZAS, C.A;7142201;NO EXISTOSA;TLF NO VALIDO;;;;;;;CACIQUE MARA
